"TraitName","TraitID","AccSpeciesName","UnitName","meanMeasure","nmeasures"
"Seed dry mass",26,"Pitcairnia angustifolia","mg",0.0552,1
"Seed dry mass",26,"Pitcairnia corcovadensis","mg",0.0706383,1
"Seed dry mass",26,"Pitcairnia cuzcoensis","mg",0.196133333333333,3
"Seed dry mass",26,"Pitcairnia echinata var. echinata","mg",0.0456,1
"Seed dry mass",26,"Pitcairnia feliciana","mg",0.0926666666666667,3
"Seed dry mass",26,"Pitcairnia imbricata","mg",0.0378,1
"Seed dry mass",26,"Pitcairnia recurvata","mg",0.09,1
"Seed dry mass",26,"Pitcairnia spicata","mg",0.1324,1
"Seed dry mass",26,"Pitcairnia staminea","mg",0.1356,1
"Seed dry mass",26,"Pitcairnia undulata","mg",0.0336,1
"Seed dry mass",26,"Pitcairnia xanthocalyx","mg",0.0646,2
"Seed dry mass",26,"Pithecellobium circinale","mg",65.764,1
"Seed dry mass",26,"Pithecellobium dulce","mg",92.2113641,13
"Seed dry mass",26,"Pithecellobium keyense","mg",76.272,1
"Seed dry mass",26,"Pithecellobium oblongum","mg",96.8772,1
"Seed dry mass",26,"Pithecellobium unguis-cati","mg",91.0755,4
"Seed dry mass",26,"Pittoniotis trichantha","mg",8.1475,2
"Seed dry mass",26,"Pittosporum adaphniphylloides","mg",7.1,1
"Seed dry mass",26,"Pittosporum arborescens","mg",15.5893333333333,3
"Seed dry mass",26,"Pittosporum bicolor","mg",5.66,1
"Seed dry mass",26,"Pittosporum bracteolatum","mg",21.2614222,2
"Seed dry mass",26,"Pittosporum brevicalyx","mg",7.3528,1
"Seed dry mass",26,"Pittosporum colensoi","mg",12.43,2
"Seed dry mass",26,"Pittosporum crassifolium","mg",26.2055,4
"Seed dry mass",26,"Pittosporum erioloma","mg",14.5461538,1
"Seed dry mass",26,"Pittosporum eugenioides","mg",6.61826285714286,7
"Seed dry mass",26,"Pittosporum ferrugineum","mg",11.3789892063171,13
"Seed dry mass",26,"Pittosporum glabratum","mg",20.62,1
"Seed dry mass",26,"Pittosporum illicioides","mg",19.95,1
"Seed dry mass",26,"Pittosporum kerrii","mg",18.7408,2
"Seed dry mass",26,"Pittosporum lancifolium","mg",8.8608,1
"Seed dry mass",26,"Pittosporum moluccanum","mg",19.89,1
"Seed dry mass",26,"Pittosporum multiflorum","mg",8.7196,3
"Seed dry mass",26,"Pittosporum napaulense","mg",17.7398,2
"Seed dry mass",26,"Pittosporum pachyphyllum","mg",9.8876,1
"Seed dry mass",26,"Pittosporum phillyraeoides","mg",13.86532,10
"Seed dry mass",26,"Pittosporum phylliraeoides","mg",18.814,5
"Seed dry mass",26,"Pittosporum poumense","mg",16.44,1
"Seed dry mass",26,"Pittosporum ralphii","mg",14.3632,1
"Seed dry mass",26,"Pittosporum revolutum","mg",19.235431137488,6
"Seed dry mass",26,"Pittosporum senacia","mg",21.78182,2
"Seed dry mass",26,"Pittosporum senacia subsp. pervillei","mg",23.208,1
"Seed dry mass",26,"Pittosporum senacia subsp. senacia","mg",20.4605333333333,3
"Seed dry mass",26,"Pittosporum spinescens","mg",12.678,1
"Seed dry mass",26,"Pittosporum tenuifolium","mg",12.3703,8
"Seed dry mass",26,"Pittosporum tobira","mg",36.71,5
"Seed dry mass",26,"Pittosporum tonkinense","mg",19.09572,1
"Seed dry mass",26,"Pittosporum undulatum","mg",9.09859832367226,12
"Seed dry mass",26,"Pittosporum venulosum","mg",23.29,1
"Seed dry mass",26,"Pittosporum verticillatum","mg",13.908,1
"Seed dry mass",26,"Pittosporum viridiflorum","mg",26.0175333333333,12
"Seed dry mass",26,"Pittosporum viridiflorum subsp. viridiflorum","mg",11.88,1
"Seed dry mass",26,"Pituranthos aphylla","mg",2.06666666666667,3
"Seed dry mass",26,"Pityopsis falcata","mg",0.4112,1
"Seed dry mass",26,"Pityopsis flexuosa","mg",0.7704,1
"Seed dry mass",26,"Pityopsis graminifolia","mg",0.973864734299515,2
"Seed dry mass",26,"Pityopsis graminifolia var. latifolia","mg",0.5512,1
"Seed dry mass",26,"Pityopsis oligantha","mg",0.5396,1
"Seed dry mass",26,"Pityopsis pinifolia","mg",0.4668,1
"Seed dry mass",26,"Pityrodia angustisepala","mg",14.0167286,1
"Seed dry mass",26,"Pityrodia cuneata","mg",2.83,1
"Seed dry mass",26,"Pityrodia gilruthiana","mg",6.5335616,1
"Seed dry mass",26,"Pityrodia lanuginosa","mg",27.6692,1
"Seed dry mass",26,"Pityrodia loxocarpa","mg",2.4,1
"Seed dry mass",26,"Pityrodia paniculata","mg",4.58,1
"Seed dry mass",26,"Pityrodia terminalis","mg",7.25,1
"Seed dry mass",26,"Placea davidii","mg",5.69,1
"Seed dry mass",26,"Placea ornata","mg",4.42,1
"Seed dry mass",26,"Placospermum coriaceum","mg",23.89,1
"Seed dry mass",26,"Pladaroxylon leucadendron","mg",0.7546,2
"Seed dry mass",26,"Plagianthus divaricatus","mg",12.3052,1
"Seed dry mass",26,"Plagianthus regius","mg",4.2678,6
"Seed dry mass",26,"Plagiobothrys arizonicus","mg",1.83326666666667,3
"Seed dry mass",26,"Plagiobothrys bracteatus","mg",0.212,3
"Seed dry mass",26,"Plagiobothrys canescens","mg",0.685,4
"Seed dry mass",26,"Plagiobothrys chorisianus var. hickmanii","mg",0.2732,2
"Seed dry mass",26,"Plagiobothrys collinus var. gracilis","mg",0.6044,2
"Seed dry mass",26,"Plagiobothrys figuratus","mg",0.8734,4
"Seed dry mass",26,"Plagiobothrys fulvus var. campestris","mg",1.81,1
"Seed dry mass",26,"Plagiobothrys glaber","mg",0.31,1
"Seed dry mass",26,"Plagiobothrys glyptocarpus","mg",0.5,1
"Seed dry mass",26,"Plagiobothrys greenei","mg",1.275,3
"Seed dry mass",26,"Plagiobothrys hispidulus","mg",0.147,1
"Seed dry mass",26,"Plagiobothrys leptocladus","mg",0.182,1
"Seed dry mass",26,"Plagiobothrys mollis","mg",0.5,1
"Seed dry mass",26,"Plagiobothrys nothofulvus","mg",1.45345,4
"Seed dry mass",26,"Plagiobothrys plurisepalus","mg",0.4408,1
"Seed dry mass",26,"Plagiobothrys stipitatus","mg",0.359,3
"Seed dry mass",26,"Plagiobothrys stipitatus var. micranthus","mg",0.31,1
"Seed dry mass",26,"Plagiobothrys tener","mg",0.255,1
"Seed dry mass",26,"Plagiobothrys undulatus","mg",0.232,4
"Seed dry mass",26,"Plagiopetalum esquirolii","mg",0.01744,1
"Seed dry mass",26,"Plagioscyphus jumellei","mg",1113.3880342,2
"Seed dry mass",26,"Plagiosetum refractum","mg",2.28,1
"Seed dry mass",26,"Plagiosiphon emarginatus","mg",575.8,1
"Seed dry mass",26,"Plagius flosculosus","mg",0.244,4
"Seed dry mass",26,"Planchonella arnhemica","mg",155.4,2
"Seed dry mass",26,"Planchonella australis","mg",992.111677059305,3
"Seed dry mass",26,"Planchonella chartacea","mg",502,1
"Seed dry mass",26,"Planchonella maingayi","mg",420,1
"Seed dry mass",26,"Planchonella myrsinodendron","mg",420,2
"Seed dry mass",26,"Planchonella pohlmaniana","mg",235,2
"Seed dry mass",26,"Planchonella sandwicensis","mg",1606.02322951999,1
"Seed dry mass",26,"Planchonia careya","mg",104.8,2
"Seed dry mass",26,"Planodes virginicum","mg",1,1
"Seed dry mass",26,"Plantago afra","mg",0.9158658,21
"Seed dry mass",26,"Plantago albicans","mg",1.08361944202311,25
"Seed dry mass",26,"Plantago algarbiensis","mg",0.6686869,1
"Seed dry mass",26,"Plantago almogravensis","mg",0.518,1
"Seed dry mass",26,"Plantago alpestris","mg",0.3637,4
"Seed dry mass",26,"Plantago alpina","mg",0.7306,10
"Seed dry mass",26,"Plantago altissima","mg",2.2848,1
"Seed dry mass",26,"Plantago amplexicaulis","mg",2.3568,4
"Seed dry mass",26,"Plantago arachnoidea","mg",0.7444,1
"Seed dry mass",26,"Plantago araucana","mg",1.7548,1
"Seed dry mass",26,"Plantago arenaria","mg",1.10700512820513,13
"Seed dry mass",26,"Plantago argentea","mg",2.251,2
"Seed dry mass",26,"Plantago argentea subsp. argentea","mg",2.1356,1
"Seed dry mass",26,"Plantago argyrea","mg",1.35,2
"Seed dry mass",26,"Plantago aristata","mg",1.50853333333333,3
"Seed dry mass",26,"Plantago asiatica","mg",0.605,2
"Seed dry mass",26,"Plantago asiatica subsp. erosa","mg",0.3008,2
"Seed dry mass",26,"Plantago atrata","mg",3.33066666666667,6
"Seed dry mass",26,"Plantago australis","mg",1.0476,2
"Seed dry mass",26,"Plantago barbata","mg",0.5681,4
"Seed dry mass",26,"Plantago bellardi","mg",1.05603125,4
"Seed dry mass",26,"Plantago bellardii","mg",1.2310837,5
"Seed dry mass",26,"Plantago bellidioides","mg",0.3576,1
"Seed dry mass",26,"Plantago bigelowii","mg",1.35616666666667,6
"Seed dry mass",26,"Plantago boissieri","mg",0.593333333333333,3
"Seed dry mass",26,"Plantago brasiliensis","mg",1.9592,1
"Seed dry mass",26,"Plantago cavaleriei","mg",0.40792,1
"Seed dry mass",26,"Plantago ciliata","mg",1.51852077922078,20
"Seed dry mass",26,"Plantago cornuti","mg",0.6924,1
"Seed dry mass",26,"Plantago coronopus","mg",0.192506896551724,29
"Seed dry mass",26,"Plantago coronopus subsp. coronopus","mg",0.1272,1
"Seed dry mass",26,"Plantago crassifolia","mg",0.290904,5
"Seed dry mass",26,"Plantago cretica","mg",0.82,2
"Seed dry mass",26,"Plantago crypsoides","mg",0.751466666666667,3
"Seed dry mass",26,"Plantago cunninghamii","mg",0.7398,6
"Seed dry mass",26,"Plantago cylindrica","mg",1.12466666666667,3
"Seed dry mass",26,"Plantago debilis","mg",0.274215477033946,11
"Seed dry mass",26,"Plantago drummondii","mg",1.46434285714286,7
"Seed dry mass",26,"Plantago elongata","mg",0.164666666666667,3
"Seed dry mass",26,"Plantago erecta","mg",1.34266666666667,3
"Seed dry mass",26,"Plantago eriopoda","mg",0.455,3
"Seed dry mass",26,"Plantago euryphylla","mg",0.3396,1
"Seed dry mass",26,"Plantago gaudichaudii","mg",2.1386,4
"Seed dry mass",26,"Plantago gentianoides","mg",0.2432,1
"Seed dry mass",26,"Plantago hedleyi","mg",0.1465812,1
"Seed dry mass",26,"Plantago helleri","mg",2.232,1
"Seed dry mass",26,"Plantago hispidula","mg",4.1264,2
"Seed dry mass",26,"Plantago hookeriana","mg",0.84,1
"Seed dry mass",26,"Plantago lagopus","mg",0.367905882352941,17
"Seed dry mass",26,"Plantago lagopus subsp. lagopus","mg",0.348,1
"Seed dry mass",26,"Plantago lanceolata","mg",1.42298037092553,94
"Seed dry mass",26,"Plantago lanigera","mg",0.1475,2
"Seed dry mass",26,"Plantago leiopetala","mg",1.4761905,1
"Seed dry mass",26,"Plantago loeflingii","mg",1.25866666666667,3
"Seed dry mass",26,"Plantago longissima","mg",0.6018,2
"Seed dry mass",26,"Plantago macrorhiza","mg",0.2328,1
"Seed dry mass",26,"Plantago major","mg",0.209581536176373,40
"Seed dry mass",26,"Plantago maris-mortui","mg",1.6428,1
"Seed dry mass",26,"Plantago maritima","mg",0.560960783333333,18
"Seed dry mass",26,"Plantago maritima subsp. ciliata","mg",0.616,1
"Seed dry mass",26,"Plantago maritima subsp. serpentina","mg",0.73845538,5
"Seed dry mass",26,"Plantago maxima","mg",0.33,1
"Seed dry mass",26,"Plantago media","mg",0.384525510214286,28
"Seed dry mass",26,"Plantago media subsp. brutia","mg",0.4676,1
"Seed dry mass",26,"Plantago monosperma","mg",4.6624,1
"Seed dry mass",26,"Plantago moorei","mg",0.434,2
"Seed dry mass",26,"Plantago nivalis","mg",1.21,1
"Seed dry mass",26,"Plantago nivea","mg",1.0418,2
"Seed dry mass",26,"Plantago ovata","mg",1.2021295959596,24
"Seed dry mass",26,"Plantago pachyneura","mg",1.45,1
"Seed dry mass",26,"Plantago palmata","mg",1.1316,2
"Seed dry mass",26,"Plantago paradoxa","mg",0.2764,1
"Seed dry mass",26,"Plantago patagonica","mg",0.518871819645733,6
"Seed dry mass",26,"Plantago peloritana","mg",0.3704,1
"Seed dry mass",26,"Plantago rancaguae","mg",1.2014,2
"Seed dry mass",26,"Plantago rhodosperma","mg",0.872933333333333,6
"Seed dry mass",26,"Plantago robusta","mg",0.25622816,5
"Seed dry mass",26,"Plantago rugelii","mg",0.84820565374822,4
"Seed dry mass",26,"Plantago rugelii var. rugelii","mg",0.70496,2
"Seed dry mass",26,"Plantago scabra","mg",0.938533333333333,3
"Seed dry mass",26,"Plantago sempervirens","mg",1.8814785,4
"Seed dry mass",26,"Plantago serraria","mg",0.3156,1
"Seed dry mass",26,"Plantago sp","mg",1.57,2
"Seed dry mass",26,"Plantago spathulata subsp. picta","mg",0.47,1
"Seed dry mass",26,"Plantago squarrosa","mg",0.75,1
"Seed dry mass",26,"Plantago subnuda","mg",0.563066666666667,3
"Seed dry mass",26,"Plantago subulata","mg",0.688914285714286,7
"Seed dry mass",26,"Plantago tasmanica var. archeri","mg",0.2624,1
"Seed dry mass",26,"Plantago tasmanica var. tasmanica","mg",0.2452,1
"Seed dry mass",26,"Plantago tenuiflora","mg",0.1276,1
"Seed dry mass",26,"Plantago tomentosa","mg",0.488,2
"Seed dry mass",26,"Plantago triantha","mg",0.3812,2
"Seed dry mass",26,"Plantago truncata","mg",1.4508,1
"Seed dry mass",26,"Plantago turrifera","mg",0.3777,4
"Seed dry mass",26,"Plantago uliginosa","mg",0.1652,3
"Seed dry mass",26,"Plantago uniflora","mg",0.81135,4
"Seed dry mass",26,"Plantago varia","mg",1.26626666666667,3
"Seed dry mass",26,"Plantago virginica","mg",0.489026923076923,52
"Seed dry mass",26,"Plantago weldenii","mg",0.146533333333333,3
"Seed dry mass",26,"Plantago wrightiana","mg",2.43791,4
"Seed dry mass",26,"Platanthera bifolia","mg",0.00147685,2
"Seed dry mass",26,"Platanthera chlorantha","mg",0.00186065,4
"Seed dry mass",26,"Platanthera clavellata","mg",0.004,2
"Seed dry mass",26,"Platanthera dilatata","mg",0.0155,2
"Seed dry mass",26,"Platanthera elegans","mg",0.001,1
"Seed dry mass",26,"Platanthera flava","mg",0.004,2
"Seed dry mass",26,"Platanthera hookeri","mg",0.004,2
"Seed dry mass",26,"Platanthera lacera","mg",0.004,2
"Seed dry mass",26,"Platanthera leucophaea","mg",0.004,2
"Seed dry mass",26,"Platanthera sparsiflora","mg",0.002,1
"Seed dry mass",26,"Platanus acerifolia","mg",4.22,1
"Seed dry mass",26,"Platanus hispanica_x","mg",3.52530797101449,2
"Seed dry mass",26,"Platanus occidentalis","mg",2.70507757152973,15
"Seed dry mass",26,"Platanus orientalis","mg",3.88066118254879,13
"Seed dry mass",26,"Platanus racemosa","mg",2.47534121599781,7
"Seed dry mass",26,"Platanus wrightii","mg",2.0796,2
"Seed dry mass",26,"Platostoma africanum","mg",0.0616,4
"Seed dry mass",26,"Platostoma denticulatum","mg",0.1144,1
"Seed dry mass",26,"Platostoma hildebrandtii","mg",0.1316,2
"Seed dry mass",26,"Platostoma madagascariense","mg",0.2876,1
"Seed dry mass",26,"Platostoma rotundifolium","mg",0.1476,1
"Seed dry mass",26,"Platycarphella carlinoides","mg",1.63,1
"Seed dry mass",26,"Platycarya strobilacea","mg",5.0072,3
"Seed dry mass",26,"Platycaulos callistachyus","mg",0.4193,2
"Seed dry mass",26,"Platycaulos mahonii","mg",0.384,1
"Seed dry mass",26,"Platycaulos mlanjiensis","mg",0.3722,2
"Seed dry mass",26,"Platycladus orientalis","mg",17.159582692455,20
"Seed dry mass",26,"Platycodon grandiflorus","mg",0.918451666666667,6
"Seed dry mass",26,"Platycoryne pervillei","mg",0.0116522,1
"Seed dry mass",26,"Platylobium alternifolium","mg",8.4136,1
"Seed dry mass",26,"Platylobium formosum","mg",7.70975,8
"Seed dry mass",26,"Platylobium montanum","mg",4.8534,1
"Seed dry mass",26,"Platylobium obtusangulum","mg",6.37946666666667,3
"Seed dry mass",26,"Platylobium parviflorum","mg",5.2328,2
"Seed dry mass",26,"Platymiscium diadelphum","mg",184.88,1
"Seed dry mass",26,"Platymiscium floribundum","mg",150.76667,1
"Seed dry mass",26,"Platymiscium pinnatum","mg",259.963716289577,15
"Seed dry mass",26,"Platymiscium pleiostachyum","mg",100,1
"Seed dry mass",26,"Platymiscium trinitatis","mg",419.318181818182,22
"Seed dry mass",26,"Platymiscium ulei","mg",192,1
"Seed dry mass",26,"Platymiscium yucatanum","mg",50,1
"Seed dry mass",26,"Platypodium elegans","mg",1045.65116522175,14
"Seed dry mass",26,"Platysace compressa","mg",0.328,1
"Seed dry mass",26,"Platysace ericoides","mg",0.5404,1
"Seed dry mass",26,"Platysace juncea","mg",0.7452,1
"Seed dry mass",26,"Platysace linearifolia","mg",0.5744,2
"Seed dry mass",26,"Platysace stephensonii","mg",0.3731,2
"Seed dry mass",26,"Platyschkuhria integrifolia","mg",2.0896,1
"Seed dry mass",26,"Platystemon californicus","mg",0.5112,4
"Seed dry mass",26,"Plazia daphnoides","mg",8,1
"Seed dry mass",26,"Plecostachys serpyllifolia","mg",0.0290666666666667,3
"Seed dry mass",26,"Plectaneia stenophylla","mg",0.6842,2
"Seed dry mass",26,"Plectaneia thouarsii","mg",88.1988,3
"Seed dry mass",26,"Plectocephalus americanus","mg",10.9908,6
"Seed dry mass",26,"Plectocephalus chilensis","mg",5.4908,1
"Seed dry mass",26,"Plectocephalus floccosus","mg",8.4982,4
"Seed dry mass",26,"Plectocephalus rothrockii","mg",15.94454545,2
"Seed dry mass",26,"Plectranthus aegyptiacus","mg",0.17002,2
"Seed dry mass",26,"Plectranthus alloplectus","mg",0.1988,1
"Seed dry mass",26,"Plectranthus amboinicus","mg",0.14312,3
"Seed dry mass",26,"Plectranthus apreptus","mg",0.1696203,1
"Seed dry mass",26,"Plectranthus arabicus","mg",0.213,2
"Seed dry mass",26,"Plectranthus argentatus","mg",0.1359215,3
"Seed dry mass",26,"Plectranthus autranii","mg",0.4632,2
"Seed dry mass",26,"Plectranthus barbatus","mg",1.2312,3
"Seed dry mass",26,"Plectranthus barbatus var. grandis","mg",1.2610377,2
"Seed dry mass",26,"Plectranthus betonicifolius","mg",0.2896,1
"Seed dry mass",26,"Plectranthus blakei","mg",0.3,1
"Seed dry mass",26,"Plectranthus bojeri","mg",0.20116,2
"Seed dry mass",26,"Plectranthus caldericola","mg",0.1766667,1
"Seed dry mass",26,"Plectranthus calycinus","mg",0.70252,5
"Seed dry mass",26,"Plectranthus caninus","mg",0.618352,5
"Seed dry mass",26,"Plectranthus chevalieri","mg",0.5364,2
"Seed dry mass",26,"Plectranthus ciliatus","mg",0.5307692,1
"Seed dry mass",26,"Plectranthus crassus","mg",0.7608,2
"Seed dry mass",26,"Plectranthus cremnus","mg",0.2545455,1
"Seed dry mass",26,"Plectranthus daviesii","mg",0.17,1
"Seed dry mass",26,"Plectranthus dinteri","mg",0.19258,2
"Seed dry mass",26,"Plectranthus dissectus","mg",0.3808,2
"Seed dry mass",26,"Plectranthus diversus","mg",0.1332,1
"Seed dry mass",26,"Plectranthus djalonensis","mg",0.132,1
"Seed dry mass",26,"Plectranthus elegans","mg",0.65064,2
"Seed dry mass",26,"Plectranthus esculentus","mg",0.2468,1
"Seed dry mass",26,"Plectranthus flaccidus","mg",0.22168,3
"Seed dry mass",26,"Plectranthus foetidus","mg",0.1996,1
"Seed dry mass",26,"Plectranthus fruticosus","mg",0.5164,3
"Seed dry mass",26,"Plectranthus goetzei","mg",1.53272725,2
"Seed dry mass",26,"Plectranthus gracillimus","mg",0.1437,4
"Seed dry mass",26,"Plectranthus grallatus","mg",0.8571429,1
"Seed dry mass",26,"Plectranthus grandidentatus","mg",0.241466666666667,3
"Seed dry mass",26,"Plectranthus graniticola","mg",0.1808,1
"Seed dry mass",26,"Plectranthus gratus","mg",0.1912,1
"Seed dry mass",26,"Plectranthus graveolens","mg",0.1646,2
"Seed dry mass",26,"Plectranthus guerkei","mg",0.0646666666666667,3
"Seed dry mass",26,"Plectranthus habrophyllus","mg",0.31925,2
"Seed dry mass",26,"Plectranthus hadiensis","mg",0.388747333333333,6
"Seed dry mass",26,"Plectranthus hereroensis","mg",0.30584,5
"Seed dry mass",26,"Plectranthus hockii","mg",1.7942,2
"Seed dry mass",26,"Plectranthus intraterraneus","mg",0.287466666666667,3
"Seed dry mass",26,"Plectranthus kamerunensis","mg",0.5248,1
"Seed dry mass",26,"Plectranthus kivuensis","mg",0.9028,2
"Seed dry mass",26,"Plectranthus lanuginosus","mg",0.307316766666667,3
"Seed dry mass",26,"Plectranthus lasianthus","mg",0.431013333333333,6
"Seed dry mass",26,"Plectranthus laxiflorus","mg",0.8863,4
"Seed dry mass",26,"Plectranthus longipes","mg",0.9604,2
"Seed dry mass",26,"Plectranthus madagascariensis","mg",0.3712832,2
"Seed dry mass",26,"Plectranthus mandalensis","mg",0.5,1
"Seed dry mass",26,"Plectranthus mirabilis","mg",0.7228,2
"Seed dry mass",26,"Plectranthus mirus","mg",0.08404,1
"Seed dry mass",26,"Plectranthus monostachyus","mg",0.1778,2
"Seed dry mass",26,"Plectranthus monostachyus subsp. lateriticola","mg",0.2084,1
"Seed dry mass",26,"Plectranthus monostachyus subsp. monostachyus","mg",0.283066666666667,3
"Seed dry mass",26,"Plectranthus montanus","mg",0.0562533333333333,3
"Seed dry mass",26,"Plectranthus neochilus","mg",0.6908,1
"Seed dry mass",26,"Plectranthus nitidus","mg",0.170133333333333,3
"Seed dry mass",26,"Plectranthus otostegioides","mg",0.735733333333333,3
"Seed dry mass",26,"Plectranthus parviflorus","mg",0.253415988647501,8
"Seed dry mass",26,"Plectranthus petiolaris","mg",0.99207025,2
"Seed dry mass",26,"Plectranthus prostratus","mg",0.072,1
"Seed dry mass",26,"Plectranthus punctatus subsp. edulis","mg",0.949499,1
"Seed dry mass",26,"Plectranthus purpuratus","mg",0.3304,1
"Seed dry mass",26,"Plectranthus saccatus var. longitubus","mg",2.6,1
"Seed dry mass",26,"Plectranthus sanguineus","mg",0.1406,2
"Seed dry mass",26,"Plectranthus scandens","mg",0.088,1
"Seed dry mass",26,"Plectranthus scutellarioides","mg",0.283733333333333,3
"Seed dry mass",26,"Plectranthus sessilifolius","mg",0.30412,1
"Seed dry mass",26,"Plectranthus shirensis","mg",0.271866666666667,3
"Seed dry mass",26,"Plectranthus spicatus","mg",0.189056,5
"Seed dry mass",26,"Plectranthus stachyoides","mg",0.30888,1
"Seed dry mass",26,"Plectranthus suaveolens","mg",0.1872,1
"Seed dry mass",26,"Plectranthus swynnertonii","mg",0.69664,1
"Seed dry mass",26,"Plectranthus tetragonus","mg",0.254,1
"Seed dry mass",26,"Plectranthus torrenticola","mg",0.1344,1
"Seed dry mass",26,"Plectranthus triangularis","mg",0.3208,1
"Seed dry mass",26,"Plectranthus trilobus","mg",1.2,1
"Seed dry mass",26,"Plectranthus unguentarius","mg",0.1984,1
"Seed dry mass",26,"Plectranthus venteri","mg",0.3728,2
"Seed dry mass",26,"Plectranthus zuluensis","mg",3.0772,1
"Seed dry mass",26,"Plectritis brachystemon","mg",0.294,3
"Seed dry mass",26,"Plectritis ciliosa","mg",0.438,3
"Seed dry mass",26,"Plectritis ciliosa subsp. insignis","mg",0.385666666666667,3
"Seed dry mass",26,"Plectritis macrocera","mg",0.411,3
"Seed dry mass",26,"Plectroniella armata","mg",122.44423645,2
"Seed dry mass",26,"Pleea tenuifolia","mg",0.168133333333333,3
"Seed dry mass",26,"Pleiacanthus spinosus","mg",0.72,1
"Seed dry mass",26,"Pleiocarpa mutica","mg",284.3939394,1
"Seed dry mass",26,"Pleiogynium solandri","mg",21,1
"Seed dry mass",26,"Pleioluma lamprophylla","mg",19,1
"Seed dry mass",26,"Pleioneura griffithiana","mg",0.7568,1
"Seed dry mass",26,"Pleiotaxis chlorolepis","mg",6.71,1
"Seed dry mass",26,"Pleiotaxis pulcherrima","mg",10.682,1
"Seed dry mass",26,"Pleocarphus revolutus","mg",0.6724,2
"Seed dry mass",26,"Pleonotoma clematis","mg",21.04,1
"Seed dry mass",26,"Pleonotoma variabilis","mg",90.7916665,2
"Seed dry mass",26,"Pleuranthodendron lindenii","mg",46,1
"Seed dry mass",26,"Pleurocarpaea denticulata","mg",6.68,2
"Seed dry mass",26,"Pleurocoronis laphamioides var. pauciseta","mg",0.22744,1
"Seed dry mass",26,"Pleuropappus phyllocalymmeus","mg",0.05296,2
"Seed dry mass",26,"Pleuropetalum darwinii","mg",0.90142,2
"Seed dry mass",26,"Pleurophora pungens","mg",0.4644,1
"Seed dry mass",26,"Pleurophyllum hookeri","mg",0.9218,2
"Seed dry mass",26,"Pleuropogon californicus","mg",1.553,1
"Seed dry mass",26,"Pleurospermum austriacum","mg",4.66754,5
"Seed dry mass",26,"Pleurostelma cernuum","mg",1.5,1
"Seed dry mass",26,"Plinthanthesis rodwayi","mg",0.3264,1
"Seed dry mass",26,"Plocama aucheri","mg",1.4104,2
"Seed dry mass",26,"Plocama calabrica","mg",5.6408,3
"Seed dry mass",26,"Plocama crocyllis","mg",0.996,1
"Seed dry mass",26,"Plocosperma buxifolium","mg",20.70984,5
"Seed dry mass",26,"Ploiarium alternifolium","mg",0.063,1
"Seed dry mass",26,"Pluchea carolinensis","mg",0.0204933333333333,9
"Seed dry mass",26,"Pluchea dentex","mg",0.036725,4
"Seed dry mass",26,"Pluchea dioscoridis","mg",0.198269055555556,9
"Seed dry mass",26,"Pluchea dunlopii","mg",0.0633066666666667,3
"Seed dry mass",26,"Pluchea ferdinandi-muelleri","mg",0.05422375,2
"Seed dry mass",26,"Pluchea foetida","mg",0.044,2
"Seed dry mass",26,"Pluchea grevei","mg",1.25093333333333,3
"Seed dry mass",26,"Pluchea lycioides","mg",0.1336,2
"Seed dry mass",26,"Pluchea odorata","mg",0.0423733333333333,12
"Seed dry mass",26,"Pluchea odorata var. odorata","mg",0.0272,1
"Seed dry mass",26,"Pluchea ovalis","mg",0.05952,5
"Seed dry mass",26,"Pluchea parvifolia","mg",0.0188,1
"Seed dry mass",26,"Pluchea rosea","mg",0.0326,2
"Seed dry mass",26,"Pluchea rubelliflora","mg",0.4606,2
"Seed dry mass",26,"Pluchea salicifolia","mg",0.047507475,4
"Seed dry mass",26,"Pluchea sericea","mg",0.4268571,1
"Seed dry mass",26,"Pluchea sordida","mg",0.0396,1
"Seed dry mass",26,"Plumbago aphylla","mg",10.92056,3
"Seed dry mass",26,"Plumbago auriculata","mg",14.7548,1
"Seed dry mass",26,"Plumbago europaea","mg",8.27388571428571,7
"Seed dry mass",26,"Plumbago zeylanica","mg",8.8495,4
"Seed dry mass",26,"Plumeria alba","mg",26.3317333333333,3
"Seed dry mass",26,"Plumeria obtusa","mg",42.24,1
"Seed dry mass",26,"Plumeria rubra","mg",42.2038666666667,3
"Seed dry mass",26,"Poa alopecurus","mg",0.76378373,10
"Seed dry mass",26,"Poa alpigena","mg",0.25,1
"Seed dry mass",26,"Poa alpina","mg",0.657433410552791,12
"Seed dry mass",26,"Poa amplexicaulis","mg",0.2212,2
"Seed dry mass",26,"Poa anceps","mg",0.251,2
"Seed dry mass",26,"Poa angustifolia","mg",1.00966429882609,23
"Seed dry mass",26,"Poa annua","mg",0.265449255701201,55
"Seed dry mass",26,"Poa arachnifera","mg",0.4,2
"Seed dry mass",26,"Poa araratica","mg",0.298,1
"Seed dry mass",26,"Poa arctica","mg",2.08709009550524,1
"Seed dry mass",26,"Poa attenuata","mg",0.23,1
"Seed dry mass",26,"Poa autumnalis","mg",0.566123188405797,1
"Seed dry mass",26,"Poa badensis","mg",0.312,1
"Seed dry mass",26,"Poa bolanderi","mg",0.26,1
"Seed dry mass",26,"Poa bulbosa","mg",0.855090211603089,23
"Seed dry mass",26,"Poa caucasica","mg",0.252,1
